ID,birthdate,sex_at_birth,country,environment,SES
P00560,1997-09-28,Female,United States,Urban,low
P00561,1988-06-24,Male,New Zealand,Urban,high
P00562,2002-02-13,Male,Australia,Rural,low
P00563,2003-06-01,Male,Canada,Urban,medium
P00564,1994-11-28,Female,Fiji,Urban,medium
P00565,1983-03-27,Female,Mexico,Rural,low
P00566,1982-06-14,Male,Mexico,Rural,medium
P00567,1995-06-06,Female,Canada,Urban,medium
P00568,2004-12-18,Female,Germany,Urban,low
P00569,1988-08-03,Female,Colombia,Urban,medium
P00570,2003-07-06,Male,Nigeria,Urban,high
P00571,2002-03-23,Female,France,Urban,medium
P00572,2000-05-31,Male,Canada,Urban,low
P00573,2006-01-04,Male,Mexico,Rural,low
P00574,2001-12-02,Female,New Zealand,Urban,medium
P00575,2008-10-07,Female,Colombia,Rural,medium
P00576,1985-03-20,Female,Egypt,Rural,low
P00577,1997-07-19,Male,United Kingdom,Urban,medium
P00578,1983-12-01,Female,Brazil,Urban,low
P00579,1995-12-26,Female,Mexico,Urban,medium
P00580,1988-07-20,Male,Canada,Rural,medium
P00581,1983-06-29,Female,China,Urban,medium
P00582,1993-12-28,Male,Canada,Urban,medium
P00583,1998-01-27,Female,Egypt,Rural,high
P00584,1982-02-19,Female,Australia,Urban,medium
P00585,2005-03-31,Male,India,Urban,high
P00586,1982-03-30,Male,United Kingdom,Urban,medium
P00587,1991-03-23,Female,Colombia,Urban,high
P00588,1993-07-29,Female,India,Rural,medium
P00589,1998-07-21,Female,China,Rural,medium
P00590,1992-01-24,Male,Argentina,Rural,high
P00591,2005-10-28,Male,China,Urban,high
P00592,2002-06-06,Male,South Africa,Urban,medium
P00593,2003-03-03,Female,Fiji,Urban,medium
P00594,1990-05-28,Female,China,Rural,low
P00595,2008-08-23,Male,France,Urban,medium
P00596,1985-11-13,Male,Fiji,Urban,low
P00597,1992-10-30,Male,Brazil,Urban,medium
P00598,1994-06-20,Female,France,Urban,medium
P00599,2008-02-02,Male,Australia,Urban,medium
P00600,1993-09-16,Male,Colombia,Rural,medium
P00601,1985-10-31,Female,Nigeria,Urban,high
P00602,2008-08-04,Female,Brazil,Urban,medium
P00603,2000-01-28,Female,Australia,Urban,low
P00604,1994-09-19,Male,United Kingdom,Rural,low
P00605,1991-09-05,Male,Egypt,Urban,medium
P00606,1989-04-11,Female,United Kingdom,Urban,medium
P00607,2003-08-16,Male,Australia,Urban,medium
P00608,2003-06-16,Male,Brazil,Urban,low
P00609,1986-06-14,Female,France,Urban,high
P00610,1988-12-13,Male,United States,Urban,medium
P00611,2005-08-03,Male,Argentina,Urban,low
P00612,2003-08-08,Male,Fiji,Urban,low
P00613,1984-06-19,Male,Fiji,Urban,low
P00614,2004-10-07,Male,France,Urban,high
P00615,1981-02-04,Female,China,Urban,low
P00616,1998-07-13,Male,United Kingdom,Urban,high
P00617,1992-10-06,Male,Egypt,Urban,low
P00618,2000-06-13,Male,New Zealand,Urban,medium
P00619,2002-01-09,Male,France,Urban,medium
P00620,2005-08-27,Female,South Africa,Urban,low
P00621,1989-08-29,Female,China,Urban,high
P00622,1991-08-05,Female,Mexico,Rural,low
P00623,1982-05-02,Female,Colombia,Urban,medium
P00624,1998-08-21,Female,India,Urban,low
P00625,1992-04-05,Female,China,Urban,medium
P00626,1993-07-14,Male,United States,Urban,high
P00627,1988-01-24,Male,China,Urban,medium
P00628,1984-12-27,Female,Colombia,Rural,low
P00629,1990-09-16,Female,United States,Rural,low
P00630,1992-02-08,Female,United States,Urban,medium
P00631,1992-08-24,Male,Colombia,Rural,high
P00632,2008-03-21,Female,Argentina,Urban,medium
P00633,1996-04-09,Female,United States,Urban,medium
P00634,2000-12-06,Female,Japan,Urban,low
P00635,1984-03-30,Male,United States,Urban,medium
P00636,1989-09-13,Female,Mexico,Urban,medium
P00637,1989-10-12,Female,Mexico,Urban,low
P00638,2002-02-04,Female,Colombia,Rural,low
P00639,1988-01-28,Female,South Africa,Urban,medium
P00640,1997-02-12,Female,United States,Rural,medium
P00641,1991-09-11,Female,France,Urban,high
P00642,2004-03-24,Female,South Africa,Rural,high
P00643,2003-03-22,Male,Mexico,Urban,low
P00644,1989-05-13,Male,France,Rural,medium
P00645,1988-09-01,Male,Argentina,Rural,medium
P00646,2006-08-18,Female,South Africa,Urban,high
P00647,2000-11-04,Male,United Kingdom,Rural,medium
P00648,1988-12-21,Female,France,Urban,medium
P00649,2005-04-28,Female,Colombia,Rural,high
P00650,1996-05-31,Male,India,Rural,high
P00651,1998-05-10,Female,India,Rural,medium
P00652,2002-06-01,Female,France,Urban,high
P00653,2003-04-12,Male,Colombia,Urban,medium
P00654,1996-12-02,Male,Fiji,Urban,medium
P00655,1997-09-02,Female,France,Urban,medium
P00656,1983-01-20,Female,New Zealand,Rural,low
P00657,1993-10-19,Male,United Kingdom,Urban,medium
P00658,2001-06-03,Male,France,Urban,medium
P00659,1985-02-13,Male,Argentina,Urban,medium
P00660,1994-02-17,Male,China,Urban,medium
P00661,2006-11-29,Male,France,Urban,low
P00662,1986-01-03,Female,Colombia,Urban,high
P00663,1986-02-21,Male,France,Urban,low
P00664,1987-09-02,Female,Colombia,Rural,medium
P00665,1987-05-22,Male,Egypt,Rural,high
P00666,2007-07-14,Female,France,Urban,medium
P00667,2004-07-02,Female,Egypt,Rural,medium
P00668,1990-03-26,Male,Brazil,Urban,medium
P00669,2001-06-12,Male,Argentina,Urban,medium
P00670,2006-07-15,Male,Argentina,Urban,low
P00671,2006-06-22,Male,India,Urban,medium
P00672,2002-07-24,Male,Nigeria,Rural,high
P00673,1992-07-28,Female,Australia,Urban,high
P00674,1988-06-06,Male,Brazil,Urban,high
P00675,1989-03-07,Male,Colombia,Rural,high
P00676,2005-06-24,Male,Brazil,Urban,medium
P00677,1999-01-03,Female,New Zealand,Rural,medium
P00678,2001-06-15,Male,New Zealand,Rural,low
P00679,1985-06-15,Male,Colombia,Rural,medium
P00680,1987-01-04,Male,Mexico,Urban,low
P00681,1989-02-13,Female,China,Rural,medium
P00682,1986-11-23,Female,Brazil,Urban,medium
P00683,1985-11-24,Female,Australia,Urban,high
P00684,1985-09-10,Female,India,Urban,medium
P00685,1983-11-23,Male,Japan,Urban,low
P00686,1981-11-20,Female,Egypt,Urban,medium
P00687,1986-10-31,Male,Colombia,Urban,high
P00688,1996-08-03,Female,Argentina,Urban,low
P00689,1992-06-26,Male,Nigeria,Rural,medium
P00690,1991-08-18,Female,China,Rural,high
P00691,2003-11-06,Male,Canada,Rural,high
P00692,1994-01-27,Female,South Africa,Rural,high
P00693,2006-05-26,Male,New Zealand,Urban,high
P00694,1991-10-06,Female,Nigeria,Urban,low
P00695,2006-06-08,Male,United States,Urban,medium
P00696,1985-03-16,Male,Egypt,Rural,high
P00697,2003-02-21,Female,Brazil,Urban,low
P00698,2002-03-25,Male,Germany,Urban,medium
P00699,2000-05-01,Male,Australia,Urban,low
P00700,1992-05-28,Female,India,Urban,medium
P00701,2000-06-01,Female,New Zealand,Rural,medium
P00702,1993-05-05,Male,New Zealand,Rural,low
P00703,1988-09-24,Male,Germany,Urban,low
P00704,1991-04-01,Female,Fiji,Urban,high
P00705,2008-05-26,Female,Colombia,Urban,low
P00706,1987-05-30,Female,Fiji,Urban,high
P00707,1998-09-06,Female,Canada,Urban,medium
P00708,1995-12-12,Female,Nigeria,Urban,high
P00709,1988-03-28,Male,United States,Rural,high
P00710,1986-08-21,Female,Japan,Urban,medium
P00711,1986-02-26,Female,South Africa,Rural,medium
P00712,1991-06-22,Male,South Africa,Urban,high
P00713,1985-01-03,Male,United States,Urban,low
P00714,1982-01-09,Female,Argentina,Rural,low
P00715,1998-04-04,Male,France,Urban,medium
P00716,1987-02-06,Male,United Kingdom,Urban,medium
P00717,1990-11-28,Female,Japan,Urban,high
P00718,2003-12-12,Male,Japan,Rural,high
P00719,1986-06-04,Female,Brazil,Rural,low
P00720,1981-03-06,Female,Canada,Urban,low
P00721,1985-04-02,Female,Egypt,Rural,medium
P00722,1995-02-19,Male,United Kingdom,Rural,high
P00723,2000-07-07,Male,France,Urban,high
P00724,1999-04-25,Female,Argentina,Urban,high
P00725,1982-08-17,Female,Colombia,Urban,medium
P00726,1990-10-22,Male,New Zealand,Urban,medium
P00727,1981-03-10,Male,Nigeria,Urban,medium
P00728,1982-12-21,Female,India,Urban,medium
P00729,1995-10-03,Female,Brazil,Rural,medium
P00730,1984-10-31,Female,Argentina,Rural,low
P00731,1995-09-07,Female,France,Urban,low
P00732,1988-05-21,Male,Nigeria,Urban,medium
P00733,1999-07-07,Male,South Africa,Rural,medium
P00734,2001-04-20,Male,Canada,Urban,medium
P00735,1993-12-15,Female,Mexico,Urban,medium
P00736,1999-06-12,Male,France,Rural,medium
P00737,2002-01-12,Male,Australia,Rural,medium
P00738,1996-12-26,Male,Brazil,Urban,low
P00739,1983-05-05,Male,Fiji,Urban,high
P00740,2003-01-29,Male,Australia,Rural,medium
P00741,1991-11-02,Male,United States,Rural,low
P00742,1987-06-20,Female,United Kingdom,Rural,medium
P00743,2008-04-01,Female,Egypt,Urban,high
P00744,2008-05-05,Male,Brazil,Urban,medium
P00745,1992-06-05,Female,New Zealand,Urban,high
P00746,1995-10-06,Female,Colombia,Urban,low
P00747,1998-01-09,Female,Colombia,Urban,low
P00748,1983-09-10,Male,New Zealand,Rural,medium
P00749,2001-04-19,Male,India,Rural,medium
P00750,1998-07-19,Male,Brazil,Rural,medium
P00751,2008-04-02,Female,Mexico,Urban,medium
P00752,1996-11-07,Female,South Africa,Rural,low
P00753,1989-09-01,Male,Colombia,Urban,medium
P00754,1981-07-20,Male,New Zealand,Urban,high
P00755,1981-10-20,Female,India,Urban,low
P00756,1990-05-21,Male,Brazil,Urban,medium
P00757,2004-10-04,Female,Fiji,Rural,low
P00758,1991-01-30,Female,New Zealand,Urban,low
P00759,1989-08-05,Male,Australia,Urban,high
P00760,1990-10-10,Female,Argentina,Urban,low
P00761,2008-04-30,Female,Colombia,Urban,medium
P00762,1985-12-14,Female,Fiji,Urban,high
P00763,1998-10-06,Female,Canada,Urban,low
P00764,1986-07-27,Male,Nigeria,Rural,high
P00765,2008-04-29,Male,Japan,Urban,low
P00766,1998-05-18,Female,South Africa,Rural,medium
P00767,1992-03-27,Female,Argentina,Rural,medium
P00768,1995-03-01,Female,Japan,Urban,medium
P00769,2000-04-30,Male,Germany,Rural,low
P00770,2005-10-13,Female,India,Urban,high
P00771,2002-09-13,Female,United States,Rural,medium
P00772,1994-11-01,Male,United States,Rural,medium
P00773,1989-10-28,Female,Mexico,Urban,low
P00774,1986-01-22,Male,Colombia,Urban,medium
P00775,1982-02-21,Male,United Kingdom,Rural,medium
P00776,1982-03-20,Female,Argentina,Rural,high
P00777,1995-05-07,Male,United Kingdom,Urban,medium
P00778,1985-04-04,Male,United States,Urban,medium
P00779,2005-10-01,Male,South Africa,Urban,medium
P00780,1995-09-08,Female,United Kingdom,Urban,medium
P00781,1999-01-04,Male,New Zealand,Urban,low
P00782,1997-06-10,Male,United States,Urban,high
P00783,2008-05-12,Male,United Kingdom,Urban,low
P00784,1985-01-21,Female,Argentina,Rural,low
P00785,1983-10-11,Male,France,Rural,low
P00786,1995-03-25,Male,Mexico,Rural,high
P00787,2008-07-28,Female,France,Urban,medium
P00788,1989-09-15,Female,Mexico,Urban,low
P00789,1981-11-05,Female,United Kingdom,Urban,low
P00790,1981-04-28,Male,Germany,Rural,low
P00791,1995-10-29,Female,New Zealand,Urban,medium
P00792,1991-04-30,Male,Mexico,Rural,high
P00793,1988-06-17,Female,United States,Urban,medium
P00794,2006-10-05,Female,France,Urban,high
P00795,1989-11-25,Female,Colombia,Urban,medium
P00796,2006-09-26,Male,Mexico,Urban,high
P00797,1993-10-05,Male,Brazil,Urban,low
P00798,2004-03-24,Male,Mexico,Urban,low
P00799,1997-12-27,Male,Egypt,Urban,low
P00800,1999-03-12,Female,China,Urban,low
P00801,1981-09-19,Male,Nigeria,Urban,medium
P00802,1994-09-27,Male,Brazil,Rural,medium
P00803,1999-05-19,Male,Mexico,Rural,low
P00804,1987-12-31,Female,Australia,Urban,low
P00805,2001-07-21,Male,China,Urban,low
P00806,1986-12-14,Female,Germany,Rural,medium
P00807,1982-11-27,Female,Mexico,Urban,medium
P00808,1985-10-31,Male,Canada,Rural,low
P00809,2004-07-13,Male,France,Urban,medium
P00810,1990-10-13,Female,Australia,Urban,medium
P00811,1985-11-24,Female,Argentina,Urban,low
P00812,1996-10-01,Male,Japan,Rural,medium
P00813,1984-08-22,Female,Colombia,Rural,medium
P00814,1981-03-25,Male,Japan,Urban,low
P00815,1989-06-13,Female,Japan,Urban,medium
P00816,2005-02-05,Female,Nigeria,Rural,medium
P00817,1998-10-15,Female,Argentina,Rural,medium
P00818,2000-08-06,Male,Mexico,Rural,medium
P00819,2001-10-20,Male,Canada,Rural,low
P00820,1990-02-17,Female,Germany,Rural,low
P00821,1995-02-14,Male,France,Rural,medium
P00822,2005-02-15,Female,Argentina,Urban,high
P00823,2006-11-25,Female,Canada,Urban,medium
P00824,2003-04-13,Male,Mexico,Urban,high
P00825,2008-08-04,Male,Nigeria,Urban,low
P00826,1992-12-25,Male,Japan,Rural,medium
P00827,1984-12-08,Male,Australia,Urban,medium
P00828,1994-09-28,Female,United Kingdom,Rural,medium
P00829,2005-03-26,Female,United States,Rural,medium
P00830,1995-06-26,Female,Germany,Urban,low
P00831,1998-09-09,Female,Japan,Urban,medium
P00832,1995-07-27,Male,Japan,Urban,medium
P00833,1982-02-10,Female,Colombia,Rural,medium
P00834,1984-01-20,Female,Canada,Urban,medium
P00835,1985-05-27,Female,New Zealand,Rural,medium
P00836,2007-02-16,Female,Japan,Urban,high
P00837,1984-10-30,Female,Australia,Rural,medium
P00838,1983-11-06,Male,Australia,Urban,high
P00839,1984-01-01,Male,Argentina,Urban,low
P00840,1996-10-31,Male,Mexico,Rural,medium
P00841,1999-10-17,Female,India,Urban,low
P00842,2000-08-05,Male,Mexico,Urban,high
P00843,1995-12-22,Female,Fiji,Urban,medium
P00844,1992-09-20,Female,Brazil,Rural,low
P00845,1982-08-09,Female,India,Urban,medium
P00846,1983-09-07,Female,United States,Urban,high
P00847,1983-06-15,Male,Nigeria,Urban,high
P00848,1984-03-15,Male,Nigeria,Urban,low
P00849,1991-05-12,Male,Canada,Urban,medium
P00850,2000-11-25,Male,New Zealand,Urban,low
P00851,2001-01-14,Female,United States,Rural,medium
P00852,1992-11-24,Female,United States,Rural,high
P00853,1989-05-13,Female,Brazil,Urban,low
P00854,1999-11-25,Female,Colombia,Urban,medium
P00855,1987-12-04,Male,India,Urban,low
P00856,1989-02-22,Female,China,Rural,medium
P00857,2000-07-11,Female,Germany,Urban,high
P00858,1998-04-27,Female,Argentina,Rural,low
P00859,1981-03-14,Female,Brazil,Urban,medium
P00860,1994-05-29,Male,Colombia,Urban,medium
P00861,1997-07-08,Female,South Africa,Urban,high
P00862,2004-06-30,Female,Australia,Urban,high
P00863,1985-10-13,Male,Colombia,Rural,medium
P00864,1991-04-03,Female,Germany,Urban,high
P00865,2005-03-18,Male,Germany,Urban,medium
P00866,2007-07-15,Female,Canada,Urban,low
P00867,1993-02-02,Male,Germany,Urban,high
P00868,1986-11-09,Female,Egypt,Rural,low
P00869,2000-10-06,Male,Nigeria,Urban,low
P00870,1993-05-30,Male,Brazil,Urban,high
P00871,2000-11-11,Male,Japan,Urban,medium
P00872,2002-11-15,Male,Germany,Urban,medium
P00873,2001-03-15,Female,United Kingdom,Rural,medium
P00874,1984-08-19,Male,France,Rural,medium
P00875,1995-10-23,Male,India,Urban,medium
P00876,1996-02-19,Female,Colombia,Urban,low
P00877,1991-01-04,Male,Argentina,Rural,high
P00878,2006-04-01,Male,Colombia,Urban,low
P00879,1984-10-09,Female,Argentina,Urban,low
P00880,1983-07-18,Female,Australia,Urban,medium
P00881,1985-10-24,Male,United Kingdom,Rural,medium
P00882,2005-04-28,Male,Japan,Rural,low
P00883,1981-04-11,Male,United Kingdom,Urban,medium
P00884,1992-11-29,Female,Nigeria,Rural,medium
P00885,2001-10-17,Male,South Africa,Urban,low
P00886,1990-01-04,Male,Brazil,Rural,medium
P00887,2008-05-29,Female,New Zealand,Urban,high
P00888,1994-02-06,Male,Japan,Urban,low
P00889,2002-12-13,Male,Egypt,Urban,low
P00890,2008-08-04,Female,United Kingdom,Urban,medium
P00891,1983-04-05,Male,Colombia,Urban,medium
P00892,1998-11-15,Male,Brazil,Urban,low
P00893,2001-04-22,Female,India,Urban,low
P00894,1988-10-13,Female,Brazil,Urban,medium
P00895,2004-09-15,Male,India,Urban,high
P00896,1990-08-31,Male,Australia,Urban,low
P00897,2006-08-04,Male,Fiji,Rural,medium
P00898,1997-06-06,Female,India,Urban,medium
P00899,2007-07-15,Male,Germany,Urban,high
P00900,1985-08-24,Female,France,Urban,medium
P00901,1989-03-09,Female,China,Rural,high
P00902,1985-01-18,Female,New Zealand,Urban,medium
P00903,2002-08-30,Male,Brazil,Urban,medium
P00904,1992-04-24,Male,Germany,Urban,low
P00905,1991-04-27,Male,Brazil,Rural,medium
P00906,1999-06-15,Female,United States,Urban,high
P00907,1984-05-23,Female,Colombia,Rural,medium
P00908,2002-10-12,Male,China,Rural,low
P00909,1994-02-04,Male,Argentina,Rural,medium
P00910,2004-02-10,Female,Fiji,Urban,medium
P00911,1997-08-26,Male,Egypt,Rural,medium
P00912,2000-11-26,Female,Australia,Urban,medium
P00913,2000-06-11,Female,India,Urban,high
P00914,1999-07-04,Male,New Zealand,Rural,low
P00915,2004-07-04,Male,Germany,Rural,medium
P00916,2004-06-05,Female,Japan,Urban,medium
P00917,2001-10-16,Male,United States,Urban,low
P00918,1993-05-05,Female,Australia,Rural,high
P00919,2006-06-22,Female,Canada,Rural,low
P00920,2006-05-22,Female,Mexico,Urban,medium
P00921,1984-12-28,Female,Australia,Urban,high
P00922,1991-02-07,Male,Germany,Rural,medium
P00923,2001-09-27,Male,United Kingdom,Urban,low
P00924,2006-10-04,Male,United States,Urban,low
P00925,2003-10-25,Male,Argentina,Rural,low
P00926,1981-12-26,Female,United States,Urban,medium
P00927,1999-07-17,Male,Fiji,Urban,low
P00928,1991-04-07,Male,United Kingdom,Urban,medium
P00929,1984-09-22,Female,Brazil,Urban,medium
P00930,1996-10-17,Female,Mexico,Urban,medium
P00931,1982-02-28,Female,New Zealand,Urban,low
P00932,1996-02-14,Male,France,Rural,high
P00933,1995-05-28,Female,Colombia,Urban,medium
P00934,1981-12-19,Female,Australia,Urban,low
P00935,1984-11-20,Male,Germany,Rural,low
P00936,1984-02-07,Female,Nigeria,Urban,high
P00937,2002-10-12,Male,Germany,Urban,medium
P00938,1992-04-25,Male,Japan,Urban,high
P00939,1987-09-21,Female,Brazil,Rural,medium
P00940,1983-03-06,Female,Germany,Urban,low
P00941,1994-10-02,Male,United States,Urban,high
P00942,1989-06-13,Female,China,Urban,low
P00943,2006-05-19,Female,Nigeria,Urban,low
P00944,2001-06-12,Female,South Africa,Rural,medium
P00945,1993-08-21,Male,Japan,Urban,medium
P00946,2006-11-16,Male,Argentina,Urban,medium
P00947,1990-09-04,Female,Mexico,Rural,medium
P00948,1985-08-05,Male,Nigeria,Urban,medium
P00949,2001-12-07,Female,Fiji,Urban,medium
P00950,1993-06-12,Female,South Africa,Rural,medium
P00951,1987-02-07,Male,South Africa,Urban,high
P00952,1983-01-16,Male,New Zealand,Urban,medium
P00953,2001-07-05,Female,China,Urban,medium
P00954,1981-11-08,Male,France,Rural,medium
P00955,2001-10-02,Male,Mexico,Rural,high
P00956,2008-04-29,Female,South Africa,Rural,low
P00957,1999-02-15,Male,United Kingdom,Urban,medium
P00958,1992-09-27,Female,Egypt,Urban,low
P00959,1981-04-04,Male,Canada,Rural,low
P00960,1995-07-28,Female,China,Urban,low
P00961,2008-09-26,Female,India,Rural,medium
P00962,1989-03-17,Female,New Zealand,Urban,medium
P00963,1989-04-14,Female,New Zealand,Urban,low
P00964,1984-11-17,Male,China,Urban,low
P00965,1992-07-22,Female,Australia,Rural,low
P00966,1995-12-01,Female,Mexico,Rural,high
P00967,2006-05-06,Female,Brazil,Urban,medium
P00968,1991-07-15,Male,New Zealand,Urban,medium
P00969,2003-12-26,Male,Japan,Rural,low
P00970,1984-04-14,Female,Japan,Urban,low
P00971,1986-06-09,Female,France,Urban,low
P00972,1996-08-30,Male,Fiji,Rural,medium
P00973,2008-03-09,Male,United States,Urban,low
P00974,1993-03-20,Male,Japan,Rural,low
P00975,2003-07-08,Male,France,Urban,medium
P00976,2005-02-07,Female,Germany,Urban,high
P00977,1993-09-30,Female,Fiji,Rural,low
P00978,2005-06-02,Female,New Zealand,Urban,low
P00979,2007-03-06,Male,Germany,Rural,high
P00980,1991-06-15,Male,Colombia,Urban,medium
P00981,1981-01-19,Male,Fiji,Urban,low
P00982,2000-07-06,Male,Brazil,Urban,low
P00983,2001-08-25,Male,India,Urban,medium
P00984,1986-01-18,Male,United States,Urban,low
P00985,1986-01-25,Female,Mexico,Rural,medium
P00986,1981-10-25,Female,Japan,Rural,medium
P00987,2002-07-21,Female,Colombia,Urban,high
P00988,1989-01-27,Male,Canada,Rural,high
P00989,2003-04-24,Female,Colombia,Urban,low
P00990,2007-05-26,Female,Colombia,Urban,medium
P00991,1993-06-04,Female,Fiji,Urban,medium
P00992,1999-05-17,Female,China,Urban,low
P00993,1992-07-07,Female,Canada,Urban,high
P00994,2007-06-27,Female,Germany,Rural,low
P00995,1994-04-18,Female,United States,Urban,high
P00996,1995-04-09,Male,United Kingdom,Urban,medium
P00997,1984-06-27,Female,Argentina,Urban,low
P00998,2006-06-03,Male,France,Urban,medium
P00999,1981-08-04,Male,New Zealand,Rural,medium
P01000,1982-12-17,Male,Canada,Rural,medium
P01001,2001-05-25,Female,Germany,Rural,high
P01002,1987-08-03,Male,New Zealand,Urban,medium
P01003,1989-02-24,Female,Canada,Urban,medium
P01004,1984-10-03,Male,Colombia,Urban,low
P01005,2008-01-18,Male,Brazil,Urban,high
P01006,1991-02-10,Female,Fiji,Urban,medium
P01007,1981-10-24,Female,Argentina,Urban,medium
P01008,1983-11-02,Female,Mexico,Rural,medium
P01009,2006-08-19,Male,Nigeria,Urban,medium
P01010,1996-06-09,Female,Germany,Urban,medium
P01011,1996-06-08,Female,Brazil,Urban,low
P01012,1989-10-24,Female,Canada,Rural,high
P01013,2004-02-03,Female,Brazil,Urban,low
P01014,2005-09-17,Female,Egypt,Rural,low
